Chromosome Name	Strand	Ensembl Transcript ID	Ensembl Transcript ID	Transcript Start (bp)	Transcript End (bp)
3	-1	ENST00000364571	ENST00000364571	197920127	197920232
12	1	ENST00000410984	ENST00000410984	124307168	124307256
19	1	ENST00000401283	ENST00000401283	9792204	9792281
5	-1	ENST00000408116	ENST00000408116	149055505	149055715
X	1	ENST00000391019	ENST00000391019	121801960	121802178
11	-1	ENST00000389056	ENST00000389056	106202328	106203826
9	-1	ENST00000385800	ENST00000385800	133590381	133590675
19	1	ENST00000387451	ENST00000387451	51908452	51908523
19	-1	ENST00000387437	ENST00000387437	51883894	51884165
3	1	ENST00000316602	ENST00000316602	144377817	144379997
9	-1	ENST00000404437	ENST00000404437	26870176	26870547
1	1	ENST00000387546	ENST00000387546	42551886	42552058
9	-1	ENST00000321081	ENST00000321081	133364617	133365358
8	1	ENST00000384382	ENST00000384382	129080559	129080722
18	1	ENST00000411103	ENST00000411103	54621233	54621541
17	-1	ENST00000401349	ENST00000401349	54421011	54421097
17	1	ENST00000401281	ENST00000401281	3079033	3079122
X	-1	ENST00000362835	ENST00000362835	122818593	122818694
3	1	ENST00000411104	ENST00000411104	3663140	3663262
11	-1	ENST00000384081	ENST00000384081	33149503	33149612
7	1	ENST00000365202	ENST00000365202	137750765	137750859
1	1	ENST00000387069	ENST00000387069	28847699	28847832
1	-1	ENST00000362840	ENST00000362840	111108553	111108651
2	1	ENST00000385908	ENST00000385908	112404275	112404513
11	1	ENST00000386363	ENST00000386363	103617999	103618060
11	-1	ENST00000388269	ENST00000388269	102783318	102783382
11	-1	ENST00000388263	ENST00000388263	102783180	102783247
11	-1	ENST00000388256	ENST00000388256	102782085	102782152
11	1	ENST00000388249	ENST00000388249	102782009	102782075
11	1	ENST00000388227	ENST00000388227	102780178	102780245
11	-1	ENST00000388220	ENST00000388220	102780106	102780173
1	-1	ENST00000387544	ENST00000387544	41705195	41705285
1	-1	ENST00000397169	ENST00000397169	41502880	41503121
19	-1	ENST00000366172	ENST00000366172	51272384	51272486
10	1	ENST00000388209	ENST00000388209	104275734	104275993
9	1	ENST00000403356	ENST00000403356	23671892	23672660
7	1	ENST00000385708	ENST00000385708	132418129	132418226
12	-1	ENST00000355164	ENST00000355164	101052699	101052787
1	1	ENST00000365186	ENST00000365186	226810117	226810225
3	1	ENST00000386105	ENST00000386105	143256435	143256926
3	-1	ENST00000356395	ENST00000356395	143066539	143066811
7	-1	ENST00000305171	ENST00000305171	131089045	131089320
7	-1	ENST00000393175	ENST00000393175	130997245	130997923
12	-1	ENST00000388487	ENST00000388487	100845690	100845753
12	1	ENST00000388452	ENST00000388452	100707724	100707823
2	1	ENST00000361299	ENST00000361299	110826568	110826951
9	1	ENST00000385827	ENST00000385827	132315066	132315162
4	1	ENST00000364866	ENST00000364866	40686928	40687047
21	1	ENST00000384772	ENST00000384772	41833003	41833123
2	1	ENST00000365290	ENST00000365290	15922510	15922626
12	1	ENST00000364512	ENST00000364512	115704293	115704396
14	1	ENST00000410986	ENST00000410986	51229220	51229329
8	-1	ENST00000384352	ENST00000384352	102044339	102044447
18	-1	ENST00000364946	ENST00000364946	51897623	51897823
2	-1	ENST00000384680	ENST00000384680	43701521	43701627
8	1	ENST00000408258	ENST00000408258	85370793	85370878
14	1	ENST00000362885	ENST00000362885	66876538	66876646
11	1	ENST00000391164	ENST00000391164	101689663	101689770
1	1	ENST00000364998	ENST00000364998	35434157	35434250
15	-1	ENST00000410987	ENST00000410987	30526171	30526449
12	-1	ENST00000408221	ENST00000408221	83101234	83101358
11	-1	ENST00000388200	ENST00000388200	101434248	101434349
Y	1	ENST00000384207	ENST00000384207	26484514	26484677
16	-1	ENST00000408588	ENST00000408588	50846864	50846962
16	-1	ENST00000384444	ENST00000384444	56674473	56674573
X	-1	ENST00000362181	ENST00000362181	85045297	85045368
1	1	ENST00000410856	ENST00000410856	143656029	143656218
3	1	ENST00000386138	ENST00000386138	140589828	140589896
5	1	ENST00000393285	ENST00000393285	180831570	180832035
5	1	ENST00000385598	ENST00000385598	180661575	180661677
3	1	ENST00000366450	ENST00000366450	139961461	139961738
7	1	ENST00000385739	ENST00000385739	129771495	129771592
7	1	ENST00000385747	ENST00000385747	129746357	129746456
11	-1	ENST00000388175	ENST00000388175	100017916	100018195
16	1	ENST00000408599	ENST00000408599	66469061	66469144
5	1	ENST00000364845	ENST00000364845	17398725	17399061
10	1	ENST00000408451	ENST00000408451	83799998	83800084
2	-1	ENST00000384565	ENST00000384565	38965205	38965311
1	-1	ENST00000365155	ENST00000365155	184547580	184547683
9	1	ENST00000385855	ENST00000385855	131922906	131923009
11	-1	ENST00000388145	ENST00000388145	95212849	95212935
10	1	ENST00000384113	ENST00000384113	38323797	38323909
2	-1	ENST00000365204	ENST00000365204	147969476	147969578
2	1	ENST00000362733	ENST00000362733	38228061	38228167
4	1	ENST00000411214	ENST00000411214	185437083	185437378
8	1	ENST00000411215	ENST00000411215	55495581	55495891
9	-1	ENST00000408052	ENST00000408052	83610731	83610816
11	1	ENST00000362805	ENST00000362805	93094611	93094680
8	1	ENST00000384140	ENST00000384140	41009568	41009674
19	1	ENST00000411216	ENST00000411216	35796967	35797067
21	-1	ENST00000390207	ENST00000390207	32386462	32386602
10	-1	ENST00000390783	ENST00000390783	20112492	20112595
17	1	ENST00000366183	ENST00000366183	44420669	44420954
5	1	ENST00000385611	ENST00000385611	180269444	180269530
7	-1	ENST00000297808	ENST00000297808	128837190	128837447
2	1	ENST00000393342	ENST00000393342	106230259	106230631
17	-1	ENST00000366184	ENST00000366184	44299215	44299480
2	-1	ENST00000320761	ENST00000320761	105865912	105866276
10	1	ENST00000388190	ENST00000388190	103372607	103372706
6	1	ENST00000388488	ENST00000388488	74242364	74242524
20	-1	ENST00000411308	ENST00000411308	33432711	33433024
1	-1	ENST00000384380	ENST00000384380	183866183	183866283
1	-1	ENST00000391157	ENST00000391157	90491602	90491705
17	-1	ENST00000411309	ENST00000411309	2407842	2408138
16	-1	ENST00000365627	ENST00000365627	67598456	67598555
4	-1	ENST00000408784	ENST00000408784	78842924	78842981
4	1	ENST00000385253	ENST00000385253	110629303	110629400
2	-1	ENST00000384322	ENST00000384322	236726454	236726555
10	-1	ENST00000408790	ENST00000408790	128235522	128235623
11	-1	ENST00000411310	ENST00000411310	100017919	100018214
X	-1	ENST00000390161	ENST00000390161	132708441	132708539
10	1	ENST00000411311	ENST00000411311	80180365	80180460
7	-1	ENST00000364595	ENST00000364595	137523284	137523415
12	1	ENST00000411153	ENST00000411153	92748983	92749277
7	-1	ENST00000384816	ENST00000384816	99529119	99529202
7	-1	ENST00000364645	ENST00000364645	65652992	65653116
10	-1	ENST00000363904	ENST00000363904	84817698	84817803
9	1	ENST00000407340	ENST00000407340	23622104	23622353
11	1	ENST00000388011	ENST00000388011	92929727	92930020
4	1	ENST00000363683	ENST00000363683	121087734	121087835
15	1	ENST00000391113	ENST00000391113	31050220	31050287
1	-1	ENST00000411183	ENST00000411183	218811706	218812000
2	-1	ENST00000390981	ENST00000390981	101255830	101255943
13	1	ENST00000408054	ENST00000408054	72323227	72323308
12	1	ENST00000384187	ENST00000384187	121818599	121818700
13	-1	ENST00000411184	ENST00000411184	22449994	22450136
11	1	ENST00000408346	ENST00000408346	63892650	63892751
Y	1	ENST00000364586	ENST00000364586	7306713	7306820
12	-1	ENST00000362714	ENST00000362714	126669834	126669945
16	1	ENST00000384519	ENST00000384519	21560880	21560982
4	-1	ENST00000408338	ENST00000408338	102470482	102470594
NT_113930	-1	ENST00000408402	ENST00000408402	161479	161561
2	-1	ENST00000385923	ENST00000385923	102626678	102626773
7	1	ENST00000402109	ENST00000402109	128089691	128090285
7	1	ENST00000385826	ENST00000385826	128054463	128054565
5	-1	ENST00000393381	ENST00000393381	179445323	179446648
c6_QBL	-1	ENST00000405376	ENST00000405376	28894276	28894647
2	-1	ENST00000381390	ENST00000381390	102232746	102233153
11	-1	ENST00000393280	ENST00000393280	89237927	89238152
17	1	ENST00000387978	ENST00000387978	43188511	43188575
12	1	ENST00000363558	ENST00000363558	49423618	49423734
9	-1	ENST00000365438	ENST00000365438	109465242	109465348
8	1	ENST00000384968	ENST00000384968	9636592	9636688
4	-1	ENST00000363891	ENST00000363891	4973381	4973692
1	-1	ENST00000391083	ENST00000391083	116757911	116758014
8	-1	ENST00000365225	ENST00000365225	97512458	97512564
19	1	ENST00000385086	ENST00000385086	19406872	19406967
1	1	ENST00000408127	ENST00000408127	24426994	24427107
20	1	ENST00000391196	ENST00000391196	2584743	2584828
4	1	ENST00000383874	ENST00000383874	109792755	109792861
6	1	ENST00000363170	ENST00000363170	76694950	76695062
5	1	ENST00000365645	ENST00000365645	140085928	140086009
2	1	ENST00000363894	ENST00000363894	208260929	208261028
X	-1	ENST00000386148	ENST00000386148	109354869	109354947
9	1	ENST00000384993	ENST00000384993	116011535	116011630
6	1	ENST00000364337	ENST00000364337	31739044	31739157
3	-1	ENST00000365311	ENST00000365311	197958460	197958592
4	1	ENST00000408820	ENST00000408820	48894789	48894871
1	-1	ENST00000391210	ENST00000391210	149121551	149121635
11	1	ENST00000385274	ENST00000385274	57165247	57165335
4	-1	ENST00000410759	ENST00000410759	109008412	109008515
1	-1	ENST00000365656	ENST00000365656	226839466	226839584
12	-1	ENST00000363613	ENST00000363613	130865761	130865866
21	1	ENST00000384906	ENST00000384906	16833280	16833360
10	1	ENST00000384707	ENST00000384707	69932915	69933022
4	1	ENST00000390858	ENST00000390858	111418794	111418896
1	-1	ENST00000364447	ENST00000364447	92938964	92939079
2	-1	ENST00000410760	ENST00000410760	51515764	51515860
9	-1	ENST00000410761	ENST00000410761	25078826	25079149
1	-1	ENST00000384584	ENST00000384584	28779480	28779611
8	-1	ENST00000384126	ENST00000384126	60212485	60212615
21	1	ENST00000391262	ENST00000391262	15908473	15908579
X	1	ENST00000364956	ENST00000364956	75381771	75381877
X	-1	ENST00000384169	ENST00000384169	41918476	41918582
8	-1	ENST00000410762	ENST00000410762	124536402	124536528
12	-1	ENST00000401180	ENST00000401180	25052182	25052272
21	1	ENST00000391307	ENST00000391307	19639336	19639500
6	-1	ENST00000393298	ENST00000393298	71375486	71375758
7	1	ENST00000385853	ENST00000385853	127076038	127076113
3	1	ENST00000386171	ENST00000386171	134866460	134866566
11	-1	ENST00000360462	ENST00000360462	88666557	88667062
2	-1	ENST00000393428	ENST00000393428	100573947	100574218
19	1	ENST00000318605	ENST00000318605	49668203	49669228
17	1	ENST00000387975	ENST00000387975	42474194	42474469
11	-1	ENST00000393311	ENST00000393311	86647539	86647966
12	-1	ENST00000355675	ENST00000355675	97508632	97509114
17	-1	ENST00000393464	ENST00000393464	42154132	42154717
12	1	ENST00000388316	ENST00000388316	96121200	96121266
11	-1	ENST00000332590	ENST00000332590	86221278	86221791
17	-1	ENST00000393472	ENST00000393472	41692691	41693749
17	1	ENST00000321299	ENST00000321299	41677240	41678190
11	-1	ENST00000387888	ENST00000387888	85712702	85712988
7	1	ENST00000393351	ENST00000393351	123907814	123908682
X	-1	ENST00000360656	ENST00000360656	153309731	153309989
5	-1	ENST00000393475	ENST00000393475	178269314	178270212
3	1	ENST00000393181	ENST00000393181	133602787	133603329
7	1	ENST00000393373	ENST00000393373	121661821	121662197
5	-1	ENST00000385638	ENST00000385638	177979428	177979599
12	1	ENST00000403137	ENST00000403137	94590212	94590975
6	-1	ENST00000310006	ENST00000310006	66603565	66604668
1	-1	ENST00000373046	ENST00000373046	38020878	38021144
19	1	ENST00000387358	ENST00000387358	48603783	48604007
7	1	ENST00000385881	ENST00000385881	121163733	121164001
3	-1	ENST00000387446	ENST00000387446	36984686	36984811
4	-1	ENST00000355011	ENST00000355011	189097780	189097966
4	-1	ENST00000366188	ENST00000366188	188793449	188793581
10	1	ENST00000388102	ENST00000388102	101769342	101769428
4	-1	ENST00000393502	ENST00000393502	187486866	187487747
6	-1	ENST00000388358	ENST00000388358	58279892	58279948
6	-1	ENST00000388356	ENST00000388356	58264409	58264478
1	-1	ENST00000344685	ENST00000344685	37727905	37728116
11	1	ENST00000393397	ENST00000393397	82346110	82346912
12	1	ENST00000388228	ENST00000388228	93433383	93433667
12	1	ENST00000388221	ENST00000388221	93279130	93279433
11	-1	ENST00000387833	ENST00000387833	80945114	80945182
11	1	ENST00000387831	ENST00000387831	80942726	80942796
5	1	ENST00000332215	ENST00000332215	177331334	177331888
2	-1	ENST00000385945	ENST00000385945	97010748	97010848
12	-1	ENST00000388216	ENST00000388216	92926728	92926954
2	-1	ENST00000385947	ENST00000385947	96986190	96986279
12	1	ENST00000388203	ENST00000388203	92427394	92427676
7	1	ENST00000385899	ENST00000385899	120100157	120100262
7	1	ENST00000355604	ENST00000355604	119015497	119015873
3	-1	ENST00000386199	ENST00000386199	132013385	132013629
17	-1	ENST00000387970	ENST00000387970	39841953	39842252
3	1	ENST00000386209	ENST00000386209	130792882	130793097
9	1	ENST00000404950	ENST00000404950	22737699	22738227
7	-1	ENST00000385906	ENST00000385906	116371615	116371704
7	-1	ENST00000385910	ENST00000385910	116337180	116337254
8	1	ENST00000383972	ENST00000383972	100609230	100609331
18	-1	ENST00000385052	ENST00000385052	17659657	17659744
19	-1	ENST00000386967	ENST00000386967	12678263	12678332
15	-1	ENST00000362704	ENST00000362704	64580642	64580710
14	1	ENST00000362155	ENST00000362155	100601688	100601757
15	-1	ENST00000362860	ENST00000362860	56783328	56783645
1	-1	ENST00000410931	ENST00000410931	93212974	93213268
14	-1	ENST00000364525	ENST00000364525	36132773	36133103
3	-1	ENST00000364524	ENST00000364524	134911610	134911701
1	1	ENST00000363544	ENST00000363544	40472003	40472113
1	-1	ENST00000364726	ENST00000364726	183869828	183869937
2	1	ENST00000391314	ENST00000391314	233862061	233862325
7	1	ENST00000384972	ENST00000384972	127635161	127635232
9	-1	ENST00000363171	ENST00000363171	76986256	76986357
4	-1	ENST00000385729	ENST00000385729	186269369	186269429
12	1	ENST00000388095	ENST00000388095	87784551	87784646
16	-1	ENST00000388211	ENST00000388211	87979791	87979950
6	-1	ENST00000364613	ENST00000364613	7132814	7132918
4	-1	ENST00000391066	ENST00000391066	77496787	77496892
19	1	ENST00000384883	ENST00000384883	58880075	58880157
7	-1	ENST00000362600	ENST00000362600	12706908	12707039
8	1	ENST00000411282	ENST00000411282	15423764	15423846
8	-1	ENST00000401158	ENST00000401158	7748429	7748523
1	-1	ENST00000363457	ENST00000363457	161704907	161705019
8	1	ENST00000411283	ENST00000411283	37645574	37645681
14	1	ENST00000384585	ENST00000384585	102873939	102874064
10	-1	ENST00000365638	ENST00000365638	13593212	13593319
21	1	ENST00000365369	ENST00000365369	46769959	46770063
11	-1	ENST00000411284	ENST00000411284	130379235	130379534
2	-1	ENST00000385948	ENST00000385948	96034038	96034321
12	1	ENST00000388062	ENST00000388062	86969602	86969692
7	1	ENST00000385933	ENST00000385933	113569193	113569287
12	-1	ENST00000393204	ENST00000393204	86701356	86702467
4	-1	ENST00000296740	ENST00000296740	185457276	185457794
4	1	ENST00000385733	ENST00000385733	185437083	185437380
12	1	ENST00000393210	ENST00000393210	84485787	84486151
7	-1	ENST00000385936	ENST00000385936	111802794	111802861
7	-1	ENST00000385944	ENST00000385944	111801542	111801609
13	-1	ENST00000411127	ENST00000411127	87638115	87638176
19	1	ENST00000384818	ENST00000384818	58911660	58911746
6	-1	ENST00000364572	ENST00000364572	17845668	17845769
5	-1	ENST00000408773	ENST00000408773	43532164	43532251
7	1	ENST00000384488	ENST00000384488	6023034	6023168
1	1	ENST00000408412	ENST00000408412	170003809	170003938
1	-1	ENST00000364300	ENST00000364300	243363852	243364015
X	-1	ENST00000384025	ENST00000384025	115868835	115868941
19	1	ENST00000411128	ENST00000411128	61308597	61308691
NT_113888	-1	ENST00000411129	ENST00000411129	85631	85712
17	1	ENST00000408535	ENST00000408535	59577431	59577563
14	1	ENST00000385224	ENST00000385224	100602814	100602891
7	-1	ENST00000385966	ENST00000385966	110536576	110536649
7	1	ENST00000385971	ENST00000385971	110512695	110512767
12	1	ENST00000393222	ENST00000393222	82069241	82070100
12	1	ENST00000388046	ENST00000388046	81939800	81939900
2	-1	ENST00000385954	ENST00000385954	95033017	95033315
6	-1	ENST00000393532	ENST00000393532	54457922	54458622
2	1	ENST00000393636	ENST00000393636	94766809	94767690
2	1	ENST00000361259	ENST00000361259	91492904	91494223
2	-1	ENST00000339048	ENST00000339048	91299693	91300742
2	-1	ENST00000393641	ENST00000393641	91097901	91098177
1	1	ENST00000404236	ENST00000404236	50353196	50353541
3	-1	ENST00000386247	ENST00000386247	129875215	129875554
2	1	ENST00000390280	ENST00000390280	89897079	89897555
2	1	ENST00000390279	ENST00000390279	89886225	89886702
2	1	ENST00000390275	ENST00000390275	89830253	89830729
12	1	ENST00000366182	ENST00000366182	79854446	79855824
2	1	ENST00000390271	ENST00000390271	89745835	89746387
2	1	ENST00000323432	ENST00000323432	89645170	89645461
11	-1	ENST00000393516	ENST00000393516	74467950	74468822
2	1	ENST00000390266	ENST00000390266	89613009	89613796
11	-1	ENST00000330802	ENST00000330802	74087037	74087517
2	-1	ENST00000390264	ENST00000390264	89410986	89411308
4	-1	ENST00000385753	ENST00000385753	184432610	184432711
4	-1	ENST00000385756	ENST00000385756	184334907	184335035
12	-1	ENST00000388037	ENST00000388037	79261470	79261702
2	-1	ENST00000390263	ENST00000390263	89400496	89400972
2	-1	ENST00000390262	ENST00000390262	89378134	89378610
2	-1	ENST00000390261	ENST00000390261	89348871	89349347
2	-1	ENST00000390260	ENST00000390260	89325377	89326164
2	-1	ENST00000390258	ENST00000390258	89294021	89294497
19	1	ENST00000391992	ENST00000391992	47025562	47026831
2	-1	ENST00000390255	ENST00000390255	89223170	89223706
2	-1	ENST00000390254	ENST00000390254	89197946	89198423
c6_QBL	1	ENST00000406010	ENST00000406010	31629028	31629607
2	-1	ENST00000390253	ENST00000390253	89180465	89180942
12	-1	ENST00000388017	ENST00000388017	78442785	78443081
2	-1	ENST00000390250	ENST00000390250	89107781	89108296
2	-1	ENST00000390249	ENST00000390249	89090592	89091069
2	-1	ENST00000390247	ENST00000390247	89059100	89059618
