Chromosome	Strand	Annotation ID	Segment ID	Start (bp)	End (bp)
1	-1	ENSMUST00000027127	ENSMUSG00000025982	55040012	55042012
1	-1	ENSMUST00000161810	ENSMUSG00000025977	55303501	55305501
1	-1	ENSMUST00000114415	ENSMUSG00000038331	56848829	56850829
1	-1	ENSMUST00000042857	ENSMUSG00000038331	56848832	56850832
1	1	ENSMUST00000172287	ENSMUSG00000038305	57829005	57831005
1	1	ENSMUST00000168905	ENSMUSG00000038305	57829092	57831092
1	1	ENSMUST00000172068	ENSMUSG00000038305	57829144	57831144
1	1	ENSMUST00000163239	ENSMUSG00000038305	57829208	57831208
1	1	ENSMUST00000167971	ENSMUSG00000038305	57829443	57831443
1	1	ENSMUST00000170139	ENSMUSG00000038305	57829578	57831578
1	1	ENSMUST00000171699	ENSMUSG00000038305	57829587	57831587
1	1	ENSMUST00000164302	ENSMUSG00000038305	57829598	57831598
1	1	ENSMUST00000041978	ENSMUSG00000038305	57829704	57831704
1	1	ENSMUST00000167085	ENSMUSG00000038305	57829704	57831704
1	1	ENSMUST00000169772	ENSMUSG00000038305	57900414	57902414
1	1	ENSMUST00000168940	ENSMUSG00000038305	57918283	57920283
1	-1	ENSMUST00000163061	ENSMUSG00000054770	58010915	58012915
1	1	ENSMUST00000027202	ENSMUSG00000026039	58050814	58052814
1	1	ENSMUST00000040999	ENSMUSG00000064294	58167979	58169979
1	-1	ENSMUST00000161126	ENSMUSG00000089822	58308960	58310960
1	1	ENSMUST00000050552	ENSMUSG00000051223	58447979	58449979
1	-1	ENSMUST00000161600	ENSMUSG00000038174	58577649	58579649
1	-1	ENSMUST00000097724	ENSMUSG00000038174	58581864	58583864
1	-1	ENSMUST00000038372	ENSMUSG00000038174	58583926	58585926
1	-1	ENSMUST00000027186	ENSMUSG00000026028	58955292	58957292
1	-1	ENSMUST00000174120	ENSMUSG00000026028	58958347	58960347
1	-1	ENSMUST00000114295	ENSMUSG00000072295	59105349	59107349
1	-1	ENSMUST00000097080	ENSMUSG00000072295	59105349	59107349
1	-1	ENSMUST00000027178	ENSMUSG00000026024	59217769	59219769
1	-1	ENSMUST00000163058	ENSMUSG00000026024	59218901	59220901
1	1	ENSMUST00000160662	ENSMUSG00000026023	59311749	59313749
1	1	ENSMUST00000036295	ENSMUSG00000026023	59311750	59313750
1	1	ENSMUST00000114248	ENSMUSG00000026023	59311750	59313750
1	1	ENSMUST00000162906	ENSMUSG00000026023	59353779	59355779
1	1	ENSMUST00000166065	ENSMUSG00000047361	59571107	59573107
1	1	ENSMUST00000114243	ENSMUSG00000047361	59571107	59573107
1	1	ENSMUST00000087435	ENSMUSG00000067336	59819480	59821480
1	1	ENSMUST00000036540	ENSMUSG00000041040	59967849	59969849
1	1	ENSMUST00000151630	ENSMUSG00000041040	60025523	60027523
1	1	ENSMUST00000130075	ENSMUSG00000026017	60153090	60155090
1	1	ENSMUST00000124986	ENSMUSG00000026017	60153107	60155107
1	1	ENSMUST00000150008	ENSMUSG00000026017	60153109	60155109
1	1	ENSMUST00000035569	ENSMUSG00000073664	60235442	60237442
1	1	ENSMUST00000160834	ENSMUSG00000073664	60236338	60238338
1	1	ENSMUST00000148443	ENSMUSG00000049439	60398166	60400166
1	1	ENSMUST00000114202	ENSMUSG00000049439	60398166	60400166
1	1	ENSMUST00000060608	ENSMUSG00000049439	60398166	60400166
1	-1	ENSMUST00000027168	ENSMUSG00000026014	60538079	60540079
1	-1	ENSMUST00000090293	ENSMUSG00000026014	60545255	60547255
1	-1	ENSMUST00000127573	ENSMUSG00000026014	60548166	60550166
1	-1	ENSMUST00000140485	ENSMUSG00000026014	60548381	60550381
1	1	ENSMUST00000124816	ENSMUSG00000026011	60941843	60943843
1	1	ENSMUST00000063725	ENSMUSG00000052062	61683407	61685407
1	1	ENSMUST00000129030	ENSMUSG00000052062	61683448	61685448
1	-1	ENSMUST00000147177	ENSMUSG00000085400	62501298	62503298
1	1	ENSMUST00000126344	ENSMUSG00000025969	62747858	62749858
1	1	ENSMUST00000075144	ENSMUSG00000025969	62747858	62749858
1	1	ENSMUST00000102822	ENSMUSG00000025969	62747858	62749858
1	1	ENSMUST00000027112	ENSMUSG00000025969	62748275	62750275
1	1	ENSMUST00000114155	ENSMUSG00000025969	62748275	62750275
1	1	ENSMUST00000114157	ENSMUSG00000025969	62748275	62750275
1	1	ENSMUST00000063594	ENSMUSG00000025969	62748275	62750275
1	-1	ENSMUST00000133236	ENSMUSG00000040865	63002991	63004991
1	1	ENSMUST00000138611	ENSMUSG00000084799	63159044	63161044
1	1	ENSMUST00000114103	ENSMUSG00000025964	63490464	63492464
1	1	ENSMUST00000087374	ENSMUSG00000025964	63490468	63492468
1	1	ENSMUST00000114107	ENSMUSG00000025964	63490477	63492477
1	1	ENSMUST00000114108	ENSMUSG00000025964	63490477	63492477
1	1	ENSMUST00000114101	ENSMUSG00000025964	63490483	63492483
1	1	ENSMUST00000146403	ENSMUSG00000025964	63490508	63492508
1	1	ENSMUST00000097717	ENSMUSG00000025964	63538742	63540742
1	-1	ENSMUST00000090313	ENSMUSG00000069085	63667424	63669424
1	-1	ENSMUST00000114086	ENSMUSG00000025959	64074020	64076020
1	-1	ENSMUST00000055001	ENSMUSG00000025959	64080248	64082248
1	-1	ENSMUST00000114089	ENSMUSG00000025959	64086499	64088499
1	1	ENSMUST00000171164	ENSMUSG00000025958	64577377	64579377
1	1	ENSMUST00000087366	ENSMUSG00000025958	64577377	64579377
1	1	ENSMUST00000049932	ENSMUSG00000025958	64577377	64579377
1	1	ENSMUST00000027097	ENSMUSG00000025958	64577454	64579454
1	1	ENSMUST00000114077	ENSMUSG00000070871	64735028	64737028
1	1	ENSMUST00000094898	ENSMUSG00000070871	64735918	64737918
1	-1	ENSMUST00000139649	ENSMUSG00000051344	64830556	64832556
1	-1	ENSMUST00000097713	ENSMUSG00000051344	64833694	64835694
1	1	ENSMUST00000081154	ENSMUSG00000025949	65231323	65233323
1	1	ENSMUST00000097707	ENSMUSG00000025949	65231323	65233323
1	1	ENSMUST00000027083	ENSMUSG00000025946	65355830	65357830
1	1	ENSMUST00000156636	ENSMUSG00000015222	66219846	66221846
1	1	ENSMUST00000114017	ENSMUSG00000015222	66219886	66221886
1	1	ENSMUST00000114015	ENSMUSG00000015222	66219889	66221889
1	1	ENSMUST00000114018	ENSMUSG00000015222	66219961	66221961
1	1	ENSMUST00000124873	ENSMUSG00000015222	66220044	66222044
1	1	ENSMUST00000114013	ENSMUSG00000015222	66366292	66368292
1	1	ENSMUST00000024639	ENSMUSG00000015222	66366669	66368669
1	1	ENSMUST00000171377	ENSMUSG00000015222	66366669	66368669
1	1	ENSMUST00000077355	ENSMUSG00000015222	66409228	66411228
1	1	ENSMUST00000114012	ENSMUSG00000015222	66409231	66411231
1	1	ENSMUST00000173855	ENSMUSG00000015222	66425085	66427085
1	1	ENSMUST00000141148	ENSMUSG00000015222	66425275	66427275
1	1	ENSMUST00000151423	ENSMUSG00000015222	66431518	66433518
1	1	ENSMUST00000145419	ENSMUSG00000015222	66431551	66433551
1	1	ENSMUST00000127388	ENSMUSG00000015222	66431558	66433558
1	1	ENSMUST00000114009	ENSMUSG00000055567	66512940	66514940
1	1	ENSMUST00000087318	ENSMUSG00000055567	66513020	66515020
1	1	ENSMUST00000061620	ENSMUSG00000055567	66513020	66515020
1	1	ENSMUST00000050986	ENSMUSG00000055567	66671769	66673769
1	-1	ENSMUST00000042389	ENSMUSG00000026004	66763816	66765816
1	-1	ENSMUST00000129190	ENSMUSG00000026004	66763821	66765821
1	-1	ENSMUST00000068168	ENSMUSG00000026004	66763936	66765936
1	-1	ENSMUST00000113987	ENSMUSG00000026004	66780115	66782115
1	-1	ENSMUST00000132960	ENSMUSG00000026004	66821571	66823571
1	-1	ENSMUST00000027151	ENSMUSG00000061816	66968868	66970868
1	-1	ENSMUST00000119429	ENSMUSG00000061816	66968871	66970871
1	-1	ENSMUST00000150542	ENSMUSG00000061816	66969596	66971596
1	-1	ENSMUST00000120415	ENSMUSG00000061816	66970639	66972639
1	-1	ENSMUST00000160100	ENSMUSG00000061816	66971195	66973195
1	1	ENSMUST00000027144	ENSMUSG00000025991	67167599	67169599
1	1	ENSMUST00000119302	ENSMUSG00000082473	67629626	67631626
1	-1	ENSMUST00000153432	ENSMUSG00000062209	68295228	68297228
1	-1	ENSMUST00000027146	ENSMUSG00000025997	69575787	69577787
1	1	ENSMUST00000053922	ENSMUSG00000045648	70770288	70772288
1	1	ENSMUST00000161937	ENSMUSG00000045648	70770475	70772475
1	1	ENSMUST00000162182	ENSMUSG00000045648	70770496	70772496
1	1	ENSMUST00000113937	ENSMUSG00000045648	70773352	70775352
1	-1	ENSMUST00000097700	ENSMUSG00000026193	71630093	71632093
1	-1	ENSMUST00000055226	ENSMUSG00000026193	71630096	71632096
1	-1	ENSMUST00000087254	ENSMUSG00000026193	71630097	71632097
1	-1	ENSMUST00000048860	ENSMUSG00000039395	72203806	72205806
1	-1	ENSMUST00000047786	ENSMUSG00000039372	72471685	72473685
1	-1	ENSMUST00000053499	ENSMUSG00000039342	72687553	72689553
1	1	ENSMUST00000047328	ENSMUSG00000039323	72869076	72871076
1	1	ENSMUST00000080287	ENSMUSG00000039323	72869140	72871140
1	1	ENSMUST00000120564	ENSMUSG00000039323	72869895	72871895
1	-1	ENSMUST00000171899	ENSMUSG00000055322	73954804	73956804
1	-1	ENSMUST00000169786	ENSMUSG00000055322	73954804	73956804
1	1	ENSMUST00000080167	ENSMUSG00000061815	74170114	74172114
1	1	ENSMUST00000127134	ENSMUSG00000061815	74170152	74172152
1	-1	ENSMUST00000055335	ENSMUSG00000033364	74480083	74482083
1	-1	ENSMUST00000044260	ENSMUSG00000033364	74480083	74482083
1	1	ENSMUST00000042125	ENSMUSG00000033257	74706318	74708318
1	1	ENSMUST00000141119	ENSMUSG00000033257	74706323	74708323
1	1	ENSMUST00000129890	ENSMUSG00000033257	74706390	74708390
1	1	ENSMUST00000153636	ENSMUSG00000033257	74706390	74708390
1	1	ENSMUST00000006718	ENSMUSG00000026167	74836089	74838089
1	-1	ENSMUST00000094844	ENSMUSG00000047021	74946644	74948644
1	-1	ENSMUST00000139950	ENSMUSG00000047021	74966876	74968876
1	-1	ENSMUST00000130489	ENSMUSG00000047021	74967965	74969965
1	1	ENSMUST00000116582	ENSMUSG00000026203	75231039	75233039
1	1	ENSMUST00000055223	ENSMUSG00000026203	75231039	75233039
1	1	ENSMUST00000082158	ENSMUSG00000026203	75231039	75233039
1	1	ENSMUST00000169680	ENSMUSG00000026203	75231039	75233039
1	-1	ENSMUST00000152799	ENSMUSG00000085653	75362786	75364786
1	-1	ENSMUST00000130095	ENSMUSG00000085653	75362846	75364846
1	-1	ENSMUST00000113540	ENSMUSG00000026235	77361759	77363759
1	-1	ENSMUST00000027451	ENSMUSG00000026235	77361759	77363759
1	-1	ENSMUST00000004994	ENSMUSG00000004872	78095841	78097841
1	-1	ENSMUST00000087086	ENSMUSG00000004872	78095844	78097844
1	1	ENSMUST00000036172	ENSMUSG00000032908	78304920	78306920
1	1	ENSMUST00000134947	ENSMUSG00000012187	78505565	78507565
1	1	ENSMUST00000149732	ENSMUSG00000012187	78505734	78507734
1	1	ENSMUST00000113524	ENSMUSG00000012187	78505743	78507743
1	1	ENSMUST00000152111	ENSMUSG00000012187	78506386	78508386
1	1	ENSMUST00000012331	ENSMUSG00000012187	78506441	78508441
1	-1	ENSMUST00000027467	ENSMUSG00000026249	79788771	79790771
1	-1	ENSMUST00000153862	ENSMUSG00000026249	79809682	79811682
1	-1	ENSMUST00000057520	ENSMUSG00000038608	80495647	80497647
1	-1	ENSMUST00000164015	ENSMUSG00000038608	80496287	80498287
1	1	ENSMUST00000137862	ENSMUSG00000054976	81071524	81073524
1	1	ENSMUST00000068297	ENSMUSG00000054976	81071778	81073778
1	1	ENSMUST00000123720	ENSMUSG00000054976	81071778	81073778
1	1	ENSMUST00000068275	ENSMUSG00000054976	81071891	81073891
1	1	ENSMUST00000113491	ENSMUSG00000054976	81071898	81073898
1	1	ENSMUST00000113494	ENSMUSG00000054976	81071898	81073898
1	1	ENSMUST00000123285	ENSMUSG00000054976	81072157	81074157
1	1	ENSMUST00000027322	ENSMUSG00000026142	82311026	82313026
1	-1	ENSMUST00000087027	ENSMUSG00000067158	82445297	82447297
1	-1	ENSMUST00000087050	ENSMUSG00000067158	82447132	82449132
1	-1	ENSMUST00000135271	ENSMUSG00000067158	82533101	82535101
1	1	ENSMUST00000113457	ENSMUSG00000079465	82581550	82583550
1	-1	ENSMUST00000150231	ENSMUSG00000085879	82686502	82688502
1	-1	ENSMUST00000160953	ENSMUSG00000026163	83248713	83250713
1	-1	ENSMUST00000056934	ENSMUSG00000026163	83250020	83252020
1	-1	ENSMUST00000053075	ENSMUSG00000026163	83259701	83261701
1	-1	ENSMUST00000160237	ENSMUSG00000026163	83333720	83335720
1	-1	ENSMUST00000051845	ENSMUSG00000045658	84030867	84032867
1	-1	ENSMUST00000167490	ENSMUSG00000045658	84030867	84032867
1	-1	ENSMUST00000168574	ENSMUSG00000045658	84030867	84032867
1	-1	ENSMUST00000049126	ENSMUSG00000036766	84364415	84366415
1	-1	ENSMUST00000027421	ENSMUSG00000026219	84715763	84717763
1	-1	ENSMUST00000159114	ENSMUSG00000052477	84987264	84989264
1	-1	ENSMUST00000161267	ENSMUSG00000052477	85106841	85108841
1	-1	ENSMUST00000162421	ENSMUSG00000052477	85106992	85108992
1	1	ENSMUST00000113407	ENSMUSG00000079457	85194187	85196187
1	1	ENSMUST00000160058	ENSMUSG00000079457	85194187	85196187
1	1	ENSMUST00000161424	ENSMUSG00000079457	85194271	85196271
1	1	ENSMUST00000113402	ENSMUSG00000079457	85194282	85196282
1	1	ENSMUST00000161923	ENSMUSG00000089652	85321303	85323303
1	1	ENSMUST00000159601	ENSMUSG00000090186	87421174	87423174
1	1	ENSMUST00000073378	ENSMUSG00000090186	87421176	87423176
1	1	ENSMUST00000160674	ENSMUSG00000090186	87421264	87423264
1	1	ENSMUST00000141998	ENSMUSG00000026222	87544562	87546562
1	1	ENSMUST00000155094	ENSMUSG00000026222	87544562	87546562
1	1	ENSMUST00000145440	ENSMUSG00000026222	87544582	87546582
1	1	ENSMUST00000153574	ENSMUSG00000026222	87544588	87546588
1	1	ENSMUST00000054279	ENSMUSG00000026222	87544588	87546588
1	1	ENSMUST00000147552	ENSMUSG00000026222	87544588	87546588
1	1	ENSMUST00000150967	ENSMUSG00000026222	87544589	87546589
1	1	ENSMUST00000170314	ENSMUSG00000026222	87544624	87546624
1	1	ENSMUST00000097667	ENSMUSG00000026222	87544624	87546624
1	1	ENSMUST00000027424	ENSMUSG00000026222	87544624	87546624
1	1	ENSMUST00000066427	ENSMUSG00000026222	87544624	87546624
1	1	ENSMUST00000165824	ENSMUSG00000026227	87940437	87942437
1	1	ENSMUST00000027429	ENSMUSG00000026227	87940842	87942842
1	-1	ENSMUST00000148683	ENSMUSG00000026239	88437568	88439568
1	-1	ENSMUST00000027444	ENSMUSG00000026239	88437568	88439568
1	-1	ENSMUST00000143674	ENSMUSG00000026239	88437596	88439596
1	-1	ENSMUST00000150653	ENSMUSG00000026239	88438094	88440094
1	-1	ENSMUST00000146220	ENSMUSG00000026239	88439966	88441966
1	1	ENSMUST00000065624	ENSMUSG00000053333	88598378	88600378
1	1	ENSMUST00000065694	ENSMUSG00000053333	88598378	88600378
1	1	ENSMUST00000168237	ENSMUSG00000053333	88598378	88600378
1	1	ENSMUST00000166158	ENSMUSG00000053333	88598393	88600393
1	-1	ENSMUST00000113270	ENSMUSG00000079440	88992578	88994578
1	1	ENSMUST00000027475	ENSMUSG00000048000	89221577	89223577
1	1	ENSMUST00000172794	ENSMUSG00000048000	89221603	89223603
1	1	ENSMUST00000164992	ENSMUSG00000048000	89221607	89223607
1	1	ENSMUST00000173850	ENSMUSG00000048000	89221622	89223622
1	1	ENSMUST00000173173	ENSMUSG00000048000	89221640	89223640
1	1	ENSMUST00000174501	ENSMUSG00000048000	89249020	89251020
1	1	ENSMUST00000172964	ENSMUSG00000048000	89249020	89251020
1	-1	ENSMUST00000068681	ENSMUSG00000026259	89371408	89373408
1	-1	ENSMUST00000027477	ENSMUSG00000026259	89371408	89373408
1	1	ENSMUST00000169754	ENSMUSG00000026288	89514886	89516886
1	1	ENSMUST00000163222	ENSMUSG00000026288	89514930	89516930
1	1	ENSMUST00000042275	ENSMUSG00000026288	89514936	89516936
1	1	ENSMUST00000164592	ENSMUSG00000026288	89514963	89516963
1	1	ENSMUST00000072999	ENSMUSG00000026288	89514972	89516972
1	1	ENSMUST00000168783	ENSMUSG00000026288	89514973	89516973
1	1	ENSMUST00000165554	ENSMUSG00000026288	89515201	89517201
1	1	ENSMUST00000163576	ENSMUSG00000026288	89516248	89518248
1	1	ENSMUST00000144047	ENSMUSG00000026289	89650444	89652444
1	1	ENSMUST00000027512	ENSMUSG00000026289	89650587	89652587
1	1	ENSMUST00000133072	ENSMUSG00000026289	89650630	89652630
1	1	ENSMUST00000113186	ENSMUSG00000026289	89650650	89652650
1	1	ENSMUST00000137638	ENSMUSG00000026289	89650650	89652650
1	1	ENSMUST00000170601	ENSMUSG00000026289	89650660	89652660
1	1	ENSMUST00000113188	ENSMUSG00000026289	89650660	89652660
1	1	ENSMUST00000113190	ENSMUSG00000026289	89650660	89652660
1	1	ENSMUST00000151037	ENSMUSG00000026289	89650662	89652662
1	1	ENSMUST00000134603	ENSMUSG00000026289	89650667	89652667
1	1	ENSMUST00000027517	ENSMUSG00000070738	89747861	89749861
1	1	ENSMUST00000138182	ENSMUSG00000090165	89949962	89951962
1	-1	ENSMUST00000173165	ENSMUSG00000092220	89949967	89951967
1	1	ENSMUST00000113142	ENSMUSG00000090165	89949985	89951985
1	1	ENSMUST00000173325	ENSMUSG00000090165	89950055	89952055
1	1	ENSMUST00000073772	ENSMUSG00000090175	89965374	89967374
1	1	ENSMUST00000113139	ENSMUSG00000089675	89982387	89984387
1	1	ENSMUST00000150634	ENSMUSG00000090124	89989636	89991636
1	1	ENSMUST00000058237	ENSMUSG00000090124	89989638	89991638
1	1	ENSMUST00000126203	ENSMUSG00000090124	89989688	89991688
1	1	ENSMUST00000113138	ENSMUSG00000090145	89997826	89999826
1	1	ENSMUST00000113135	ENSMUSG00000054545	89997826	89999826
1	1	ENSMUST00000169501	ENSMUSG00000054545	89997851	89999851
1	1	ENSMUST00000113137	ENSMUSG00000090145	90001436	90003436
1	1	ENSMUST00000113134	ENSMUSG00000054545	90029383	90031383
1	1	ENSMUST00000124852	ENSMUSG00000054545	90029387	90031387
1	1	ENSMUST00000140092	ENSMUSG00000054545	90029456	90031456
1	1	ENSMUST00000014263	ENSMUSG00000054545	90032952	90034952
1	1	ENSMUST00000027518	ENSMUSG00000026295	90301535	90303535
1	-1	ENSMUST00000051236	ENSMUSG00000049866	90567699	90569699
1	1	ENSMUST00000074945	ENSMUSG00000055013	91349380	91351380
1	1	ENSMUST00000027521	ENSMUSG00000055013	91349385	91351385
1	-1	ENSMUST00000097656	ENSMUSG00000067081	91847165	91849165
1	-1	ENSMUST00000170165	ENSMUSG00000067081	91847165	91849165
1	-1	ENSMUST00000154228	ENSMUSG00000067081	91847252	91849252
1	-1	ENSMUST00000086882	ENSMUSG00000067081	91847252	91849252
1	-1	ENSMUST00000151330	ENSMUSG00000067081	91847253	91849253
1	-1	ENSMUST00000113094	ENSMUSG00000026301	91936706	91938706
1	-1	ENSMUST00000097653	ENSMUSG00000048126	92661434	92663434
1	-1	ENSMUST00000165484	ENSMUSG00000048126	92661435	92663435
1	-1	ENSMUST00000056925	ENSMUSG00000048126	92661435	92663435
1	-1	ENSMUST00000150769	ENSMUSG00000048126	92661963	92663963
1	1	ENSMUST00000068116	ENSMUSG00000026305	92893303	92895303
1	1	ENSMUST00000094698	ENSMUSG00000070732	93039679	93041679
1	1	ENSMUST00000027538	ENSMUSG00000026311	93435141	93437141
1	1	ENSMUST00000164117	ENSMUSG00000026311	93435141	93437141
1	1	ENSMUST00000086843	ENSMUSG00000026311	93435656	93437656
1	1	ENSMUST00000163232	ENSMUSG00000026311	93435729	93437729
1	1	ENSMUST00000007949	ENSMUSG00000007805	93696037	93698037
1	-1	ENSMUST00000008995	ENSMUSG00000026313	93827333	93829333
1	-1	ENSMUST00000165529	ENSMUSG00000026313	93827534	93829534
1	1	ENSMUST00000062202	ENSMUSG00000047793	95130417	95132417
1	1	ENSMUST00000172289	ENSMUSG00000047793	95130427	95132427
1	1	ENSMUST00000058682	ENSMUSG00000034107	95268472	95270472
1	1	ENSMUST00000027502	ENSMUSG00000026280	95649481	95651481
1	1	ENSMUST00000135762	ENSMUSG00000026280	95649621	95651621
1	1	ENSMUST00000169643	ENSMUSG00000026280	95662616	95664616
1	-1	ENSMUST00000027507	ENSMUSG00000026285	95932883	95934883
1	-1	ENSMUST00000167383	ENSMUSG00000090974	98800752	98802752
1	-1	ENSMUST00000060976	ENSMUSG00000045463	98806388	98808388
1	-1	ENSMUST00000027569	ENSMUSG00000026331	98953614	98955614
1	-1	ENSMUST00000058762	ENSMUSG00000026335	99715670	99717670
1	-1	ENSMUST00000097625	ENSMUSG00000026335	99715671	99717671
1	-1	ENSMUST00000161567	ENSMUSG00000026335	99715676	99717676
1	-1	ENSMUST00000167040	ENSMUSG00000026335	99716228	99718228
1	-1	ENSMUST00000164496	ENSMUSG00000026335	99720438	99722438
1	1	ENSMUST00000027575	ENSMUSG00000026336	100315700	100317700
1	1	ENSMUST00000162468	ENSMUSG00000026336	100315703	100317703
1	1	ENSMUST00000160796	ENSMUSG00000026336	100315730	100317730
1	1	ENSMUST00000162782	ENSMUSG00000026336	100394465	100396465
1	1	ENSMUST00000062528	ENSMUSG00000050840	106663105	106665105
1	-1	ENSMUST00000172299	ENSMUSG00000047496	107171493	107173493
1	-1	ENSMUST00000058688	ENSMUSG00000047496	107171493	107173493
1	-1	ENSMUST00000070699	ENSMUSG00000056536	107415715	107417715
1	-1	ENSMUST00000112808	ENSMUSG00000056536	107448365	107450365
1	-1	ENSMUST00000112806	ENSMUSG00000056536	107451615	107453615
1	1	ENSMUST00000039173	ENSMUSG00000026319	107558437	107560437
1	1	ENSMUST00000086721	ENSMUSG00000026319	107558437	107560437
1	1	ENSMUST00000168674	ENSMUSG00000026319	107558684	107560684
1	1	ENSMUST00000027559	ENSMUSG00000026321	107675299	107677299
1	1	ENSMUST00000135810	ENSMUSG00000044340	108066328	108068328
1	1	ENSMUST00000061047	ENSMUSG00000044340	108066328	108068328
1	-1	ENSMUST00000112751	ENSMUSG00000057329	108432754	108434754
1	-1	ENSMUST00000122046	ENSMUSG00000084228	108914713	108916713
1	1	ENSMUST00000154538	ENSMUSG00000067001	109294231	109296231
1	1	ENSMUST00000173703	ENSMUSG00000092572	109423579	109425579
1	1	ENSMUST00000172762	ENSMUSG00000092572	109423603	109425603
1	1	ENSMUST00000086681	ENSMUSG00000026312	111876903	111878903
1	1	ENSMUST00000112701	ENSMUSG00000026312	111877286	111879286
1	1	ENSMUST00000131464	ENSMUSG00000026312	111877805	111879805
1	1	ENSMUST00000172005	ENSMUSG00000026312	111878313	111880313
1	1	ENSMUST00000027542	ENSMUSG00000026312	111888558	111890558
1	-1	ENSMUST00000094626	ENSMUSG00000047216	112783771	112785771
1	1	ENSMUST00000043725	ENSMUSG00000070695	117579332	117581332
1	1	ENSMUST00000094621	ENSMUSG00000070695	117579713	117581713
1	1	ENSMUST00000165223	ENSMUSG00000064302	120283634	120285634
1	1	ENSMUST00000070989	ENSMUSG00000064302	120283634	120285634
1	1	ENSMUST00000049404	ENSMUSG00000064302	120283634	120285634
1	-1	ENSMUST00000062483	ENSMUSG00000048402	120728708	120730708
1	-1	ENSMUST00000159839	ENSMUSG00000048402	120743036	120745036
1	-1	ENSMUST00000160991	ENSMUSG00000048402	120743036	120745036
1	-1	ENSMUST00000161056	ENSMUSG00000048402	120743036	120745036
1	-1	ENSMUST00000162552	ENSMUSG00000048402	120743036	120745036
1	-1	ENSMUST00000161301	ENSMUSG00000048402	120743036	120745036
1	-1	ENSMUST00000162607	ENSMUSG00000048402	120743038	120745038
1	-1	ENSMUST00000161451	ENSMUSG00000048402	120743038	120745038
1	-1	ENSMUST00000159678	ENSMUSG00000048402	120762618	120764618
1	-1	ENSMUST00000004565	ENSMUSG00000004451	121364881	121366881
1	-1	ENSMUST00000142945	ENSMUSG00000004451	121366917	121368917
1	-1	ENSMUST00000052404	ENSMUSG00000026383	121439609	121441609
1	-1	ENSMUST00000163147	ENSMUSG00000026383	121439609	121441609
